Baby	1.39
Baby	53.98
Baby	39.79
Baby	58.3525
Baby	71.18
Baby	80.19
Baby	86.9514285714
Baby	92.2075
Baby	96.6466666667
Baby	100.395
Baby	103.609090909
Baby	106.565
Baby	110.336153846
Baby	113.908571429
Baby	117.368666667
Baby	120.615625
Baby	123.497058824
Baby	126.237222222
Baby	128.781052632
Baby	131.197
Baby	133.79952381
Baby	136.174545455
Baby	138.760869565
Baby	133.817916667
Baby	136.7964
Baby	139.673846154
Baby	142.642592593
Baby	145.748214286
Baby	148.657931034
Baby	151.723
Baby	154.749354839
Baby	157.7921875
Baby	160.652121212
Baby	156.702647059
Baby	159.728285714
Baby	162.781388889
Baby	165.67027027
Baby	168.562894737
Baby	171.341794872
Baby	173.99
Baby	176.606585366
Baby	179.128571429
Baby	181.548604651
Baby	178.089545455
Baby	174.790444444
Baby	177.33326087
Baby	179.810638298
Baby	182.252291667
Baby	184.613469388
Baby	186.9386
Baby	189.277647059
Baby	191.636538462
Baby	193.969433962
Baby	196.268518519
Baby	198.581818182
Baby	200.839821429
Baby	203.113508772
Baby	205.424482759
Baby	207.667457627
Baby	209.908333333
Baby	212.140491803
Baby	214.313387097
Baby	216.500634921
Baby	218.74015625
Baby	220.997846154
Baby	223.301818182
Baby	225.55358209
Baby	227.803529412
Baby	229.998405797
Baby	232.246857143
Baby	234.45943662
Baby	231.754444444
Baby	228.645753425
Baby	231.040135135
Baby	233.394
Baby	235.909342105
Baby	238.403636364
Baby	240.839230769
Baby	238.342531646
Baby	235.919125
Baby	238.536790123
Baby	241.149756098
Baby	243.733614458
Baby	246.419761905
Baby	244.076117647
Baby	246.724767442
Baby	249.507816092
Baby	252.253636364
Baby	249.998202247
Baby	247.810111111
Baby	245.703846154
Baby	243.64576087
Baby	241.097311828
Baby	239.212340426
Baby	237.501789474
Baby	235.844270833
Baby	234.22628866
Baby	232.642142857
Baby	231.138484848
Baby	229.6888
Baby	227.510792079
Baby	226.219117647
Baby	224.987087379
Baby	23173.67
Books	0.00384615384615
Books	0.982857142857
Books	1.08132075472
Books	2.11009345794
Books	3.18935185185
Books	4.26871559633
Books	5.36209090909
Books	5.43153153153
Books	6.55339285714
Books	7.66805309735
Books	8.81140350877
Books	9.93686956522
Books	9.9725862069
Books	11.0963247863
Books	11.1377118644
Books	12.3361344538
Books	13.52775
Books	14.8173553719
Books	16.1526229508
Books	17.5982113821
Books	19.0404032258
Books	20.48576
Books	20.4824603175
Books	21.9060629921
Books	21.9040625
Books	23.3945736434
Books	24.8633076923
Books	26.3509923664
Books	27.8527272727
Books	29.3533082707
Books	30.9008208955
Books	32.4295555556
Books	33.9429411765
Books	35.4526277372
Books	36.9828985507
Books	38.5143884892
Books	40.0995714286
Books	41.6706382979
Books	43.2331690141
Books	44.775034965
Books	46.3075694444
Books	47.826137931
Books	49.3647260274
Books	49.2195918367
Books	50.7865540541
